lon,lat,z,start_yr,end_yr,source,site,species,Family,Genus,Tleaf,narea,parea,lma,Vcmax,Vcmax25,Jmax,Jmax25,Date,Year,carea,C_percent,Aarea,original_reference
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Knema globularia,NA,NA,27.95631,0.9318044,0.1624588,59.075920000000004,9.278221,7.16286005772874,21.8525,18.39099529985249,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Leea compactiflora,NA,NA,27.287,1.817584,0.174216,52.63324,19.80527,16.20508581719628,54.93558,48.060159569042675,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Maesa permollis,NA,NA,28.80842,0.5376934,0.1143167,45.00656,13.2337,9.491182033598237,28.83547,23.105525087690193,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Mitrephora tomentosa,NA,NA,26.11623,1.202552,0.2037589,74.91135,19.76565,17.91508785597726,38.60795,36.15963318725584,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Mycetia gracilis,NA,NA,28.51492,0.9417872,0.1246689,32.55062,9.764817,7.182883653722342,22.45654,18.30037028666267,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Orophea creaghii,NA,NA,25.53157,1.244356,0.1980031,56.73442,11.36412,10.843392905340183,20.09084,19.4725057833092,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Ostodes katharinae,NA,NA,27.7511,1.330224,0.2592213,89.07949,45.21421,35.532521733642476,78.35004,66.72593007931543,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Phlogacanthus curviflorus,NA,NA,27.50812,1.126733,0.1892938,48.28924,61.52271,49.380119631683705,118.9948,102.77605047097889,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Phrynium placentarium,NA,NA,28.32909,0.8264139,0.1895868,54.32287,21.57795,16.12938926998391,43.71326,36.00621626505994,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Pittosporopsis kerrii,NA,NA,28.22918,0.8810597,0.1494655,52.44403,19.91025,15.01194606298753,34.41296,28.509345526424042,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Pometia pinnata,NA,NA,28.43551,1.004479,0.1953893,52.24313,12.48614,9.247868038780439,35.45789,29.02786637253557,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Saprosma ternatum,NA,NA,25.84796,0.4984066,0.1132829,38.14239,12.59099,11.684202487265988,31.13688,29.623828288620718,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Sloanea tomentosa,NA,NA,25.83734,0.6402617,0.1219061,46.35211,8.933628,8.29798157628408,18.88059,17.97429388803294,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Smilax zeylanica,NA,NA,27.54597,0.9343329,0.1989435,63.76393,40.64314,32.51435900239225,89.16935,76.84707506095677,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Syzygium megacarpum,NA,NA,25.94345,1.037171,0.3940062,126.284,22.55488,20.75562373843671,37.02529,35.02966760693086,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Terminalia myriocarpa,NA,NA,26.46617,1.197495,0.5550588,135.0508,86.18614,75.7576863212131,136.0286,124.82488494894385,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Tetrastigma planicaule,NA,NA,26.86385,1.142173,0.2986862,80.50841,22.71432,19.283736802822027,46.77212,41.93685631180243,NA,2012,NA,NA,NA,NA
101.6,21.6,668,2012,2012,Wang et al. 2017 Ecology,NA,Uncaria laevigata,NA,NA,27.5278,0.5805107,0.1614704,41.19142,23.91398,19.16132907417636,40.2498,34.72422360935985,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Ardisia thyrsiflora,NA,NA,28.87229,0.8266574,0.1423032,59.04696,41.98731,29.947947991633484,61.21258,48.8693595809412,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Baccaurea ramiflora,NA,NA,27.67536,0.546994,0.1714947,61.68873,10.09029,7.981971596533043,21.69009,18.55324227621447,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Castanopsis echinocarpa,NA,NA,27.71,0.9160404,0.1654661,62.91486,16.37071,12.911238880851158,28.1716,24.049136606212677,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Castanopsis hystrix,NA,NA,28.0359,1.073159,0.1831441,82.1274,19.35931,14.842828455241964,34.91266,29.247652564936374,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Cinnamomum bejolghota,NA,NA,28.79128,0.9066536,0.2050764,77.0964,29.25753,21.014459448190042,40.08883,32.15435159172694,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Diospyros,NA,NA,30.07404,0.7407294,0.1220592,54.73505,44.03579,28.331745336640683,55.87399,41.644769977706204,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Elaeocarpus sylvestris,NA,NA,27.65646,0.7947577,0.3028415,61.93078,26.48033,20.98179739550411,39.51225,33.834927857269726,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Engelhardia spicata,NA,NA,28.88458,1.034367,0.436492,85.25234,15.30839,10.907337810353415,26.04893,20.781621494243034,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Garcinia cowa,NA,NA,28.84845,0.7208711,0.2548864,59.41409,16.28199,11.637199262825915,27.02072,21.6016708269546,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Knema furfuracea,NA,NA,26.70048,1.796842,0.4398589,121.8446,31.46315,27.09512186898762,32.46711,29.388865337205623,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Lithocarpus grandifolius,NA,NA,28.56553,0.8880561,0.3549882,73.19345,26.78679,19.618139259378044,32.85656,26.697737464552304,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Lithocarpus,NA,NA,27.73074,1.185185,0.5407605,109.4657,58.80576,46.29545898365943,95.21144,81.18130336708076,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Nephelium chryseum,NA,NA,29.66319,0.8482931,0.3075734,55.41864,30.37218,20.240127727983097,36.24572,27.655672748674817,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Polyalthia simiarum,NA,NA,29.27863,1.347557,0.3286087,65.32976,41.69842,28.720177523412364,48.27591,37.653775754792406,NA,2012,NA,NA,NA,NA
101.6,21.6,828,2012,2012,Wang et al. 2017 Ecology,NA,Syzygium oblatum,NA,NA,28.22327,0.6600453,0.005474904,45.6242,31.46602,23.736908156163498,40.54663,33.602220073351226,NA,2012,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Acer oliverianum,NA,NA,25.4,0.5851309,0.04871178,41.79507,15.2687,14.738954024618668,58.35149,56.99430752142263,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Cornus controversa,NA,NA,22.87,0.9115798,0.07887494,67.02792,32.71346,39.544438060717965,88.71579,100.66768172874743,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Carpinus tschonoskii,NA,NA,25.39,0.9514116,0.05451679,50.607,24.40226,23.57640244495365,80.5311,78.7042782113662,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Cornus kousa var. chinensis,NA,NA,25.74,0.697812,0.05830982,59.13661,32.9497,30.86833829296915,81.79809,78.31713723471361,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Ilex pernyi,NA,NA,24.47,1.363793,0.1486509,179.4465,25.56288,26.791231527355947,122.6367,126.533317055028,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Juglans mandshurica,NA,NA,25.84,1.214343,0.09032351,44.48142,20.61673,19.14532928033864,68.07664,64.79876270558475,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Kalopanax septemlobus,NA,NA,24.13,0.8922326,0.06761858,50.40862,47.24569,51.033949468559086,106.1663,111.76637560507504,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Litsea pungens,NA,NA,24,0.8374314,0.04524867,35.33466,17.34571,18.954450789733446,59.17098,62.774074243306295,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Pinus tabuliformis,NA,NA,23.53,2.488707,0.2909789,234.7836,30.55979,34.82275922083298,122.8793,134.05274053068138,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Pinus armandii,NA,NA,24.64,1.387621,0.1637291,119.6225,47.78332,49.33025992071876,93.92204,95.93772473432678,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Quercus aliena,NA,NA,26.24,1.586509,0.1087551,73.7911,71.46155,64.07167540999906,134.6834,125.23320993395645,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Styrax hemsleyanus,NA,NA,24.19,0.9158512,0.06071693,57.2407,27.70267,29.764746077157348,74.27359,77.91392586618741,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Toxicodendron vernicifluum,NA,NA,23.97,0.5053487,0.04266759,22.16442,21.21807,23.247945637954604,75.41719,80.15206536221812,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Tsuga chinensis,NA,NA,25.29,1.161101,0.1652028,159.0549,39.44769,38.45026303480572,91.5136,89.96489327701869,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Celastrus orbiculatus,NA,NA,24.26,0.7732432,0.06563655,49.56687,23.65192,25.254898903595784,72.42861,75.66420852085062,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Hedera nepalensis,NA,NA,24.27,0.9639267,0.1161889,101.466,19.410520000000002,20.707639894032404,72.10561,75.28219572956287,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Holboellia angustifolia,NA,NA,22.77,0.7270561,0.04994505,48.14941,19.07181,23.2619754948936,60.7357,69.33133438935178,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Paederia foetida,NA,NA,23.32,0.475922,0.02983832,22.88086,16.1044,18.698428349272362,46.84169,51.74396308605729,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Schisandra sphenanthera,NA,NA,23.77,0.5634992,0.04885789,32.38501,14.79738,16.504411737008024,42.48082,45.68707588001198,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Smilax discotis,NA,NA,22.7,0.4264083,0.02483789,23.17436,14.94382,18.341924662954117,48.66306,55.783201900335825,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Elaeagnus umbellata,NA,NA,23.43,0.9438676,0.03048391,25.37279,8.382473,9.637478347786217,62.80102,68.92051268088504,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Euonymus alatus,NA,NA,23.22,0.5062202,0.03686027,29.26128,19.92537,23.34268907289277,55.25033,61.397474369274214,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Lespedeza buergeri,NA,NA,22.86,0.7518055,0.02633084,21.48016,28.16408,34.07563472764045,69.53472,78.9496868718195,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Neillia sinensis,NA,NA,22.4,0.2912919,0.02318072,22.40707,9.703547,12.235519402818232,33.42608,39.011516112880436,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Smilax stans,NA,NA,22.21,0.5024823,0.02879073,30.27002,12.71854,16.31386699593067,38.91283,45.9357193472725,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Anemone hupehensis,NA,NA,22.25,0.5205001,0.03788578,28.91667,15.69822,20.06344635367624,42.13932,49.62522917175659,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Carex siderosticta,NA,NA,22.16,0.4570994,0.02905279,23.9319,12.94061,16.67364951680117,32.14046,38.05516146057071,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Epimedium sagittatum,NA,NA,22.31,0.7223469,0.04499059,45.14668,6.61847,8.413306740276612,38.56219,45.2494356970542,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Petasites japonicus,NA,NA,22.3,0.5435094,0.04401505,34.84035,11.58164,14.73567771769353,41.54373,48.77727202704804,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Rodgersia aesculifolia,NA,NA,21.96,0.3540048,0.02595068,23.44403,5.559049,7.293031685565924,32.62762,39.09906726678427,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,Fargesia nitida,NA,NA,23.33,0.684302,0.04455743,39.55503,15.70691,18.220616248311636,57.42341,63.39534329553959,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,unknown,NA,NA,23.81,0.3583198,0.02867492,18.95872,15.91071,17.68302843497217,51.49314,55.24819211665134,NA,2016,NA,NA,NA,NA
108.4,33.4,1514,2016,2016,Wang et al. 2017 Ecology,NA,unknown,NA,NA,22.95,0.4799799,0.0715607,40.67627,16.69743,20.03982157324633,52.11217,58.85081264025521,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Alnus hirsuta,NA,NA,27.54,0.9728708,0.04360575,35.89929,66.91443,53.559073291693565,96.48997,83.18482075517637,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Avena fatua,NA,NA,27.24,0.8151138,0.08440056,46.31329,86.78651,71.30172410112763,93.58039,82.091994739659,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Betula platyphylla,NA,NA,26.37,1.162755,0.07661702,62.51371,83.00781,73.58093747993033,153.076,141.25875169195814,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Calamagrostis angustifolia,NA,NA,30.03,0.7609651,0.06161876,38.82475,54.00543,34.87705340379462,100.8408,75.34884698889597,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Geranium wilfordii,NA,NA,24.83,0.6715768,0.06905179,39.50452,9.810482,9.959106043248367,38.09062,38.4742400162231,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Gymnocarpium jessoense,NA,NA,25.23,0.4244132,0.06784414,30.31523,14.01676,13.734876524545617,53.23621,52.520277454979954,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Larix gmelinii,NA,NA,28.16,0.9132341,0.07220863,68.66422,114.0046,86.47338543022681,186.2751,154.9361270207595,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Ledum palustre,NA,NA,28.23,1.649886,0.1319096,107.8357,54.49414,41.08462020357412,151.6619,125.63804720088577,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Maianthemum bifolium,NA,NA,25.9,0.5450333,0.06245699,40.67412,30.24597,27.939624305541702,64.03109,60.73419625965979,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Paris verticillata,NA,NA,25.23,0.345127,0.04089917,28.76059,34.73445,34.03592427194327,69.61979,68.68352738028193,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Pinus sylvestris var. mongolica,NA,NA,29.3,2.213109,0.2445653,199.3792,128.7415,88.5092779814176,181.8752,141.68379616339323,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Populus davidiana,NA,NA,29.11,0.988864,0.08412388,57.49209,81.97946,57.288559168098075,130.171,102.51511497478944,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Rhododendron simsii,NA,NA,28.48,0.7858897,0.05436489,41.58146,56.87444,41.96251665360246,93.80212,76.59537277052394,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Rosa acicularis,NA,NA,28.42,0.6669797,0.09848822,41.42731,43.51868,32.27536090222747,101.8318,83.43984873868166,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Rubus arcticus,NA,NA,29.7,0.4725143,0.07020092,33.75102,50.30635,33.418758596566946,84.89997,64.64309282336941,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Rubus clivicola,NA,NA,29.26,0.5793175,0.06964756,33.48656,45.56058,31.43054548269165,83.20582,64.96733643297085,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Salix raddeana,NA,NA,29.08,1.144979,0.1090082,72.01128,73.34337,51.38595225923662,124.6297,98.32005597760654,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Saussurea japonica,NA,NA,25.23,0.4937817,0.07401168,37.12645,32.01579,31.37193777205163,70.18967,69.24574350566058,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Sorbaria sorbifolia,NA,NA,28.48,0.7956717,0.1084548,38.25345,67.6052,49.87977606232474,150.5073,122.8987441668171,NA,2016,NA,NA,NA,NA
122.3,53.4,638,2016,2016,Wang et al. 2017 Ecology,NA,Vaccinium vitis-idaea,NA,NA,27.88,1.385766,0.1679216,109.1154,40.40067,31.396652174911587,107.0648,90.50354179961195,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Alnus hirsuta,NA,NA,22.63,1.806639,0.0953424,54.74663,63.66837,78.63880324144067,134.808,155.18118255915093,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Betula fruticosa,NA,NA,22.3,1.228437,0.08568119,62.67536,32.50934,41.36263577998651,82.69167,97.08983959699546,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Betula platyphylla,NA,NA,24.97,1.315624,0.08638678,81.21135,63.15768,63.32540591476796,129.7429,129.9724309271551,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Calamagrostis angustifolia,NA,NA,25.97,0.7169773,0.02716688,41.44377,11.00636,10.104765500206307,51.81624,48.947271543664705,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Equisetum arvense,NA,NA,27.57,0.5300097,0.05491462,29.77583,29.25904,23.358294733073024,131.9106,113.52382984151568,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Geranium wilfordii,NA,NA,24.04,0.6110728,0.07809819,39.17133,28.68014,31.228753444601864,74.19355,78.52492439416034,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Larix gmelinii,NA,NA,22.18,1.0449600000000001,0.08297135,66.55793,74.05686,95.24860617886316,154.4834,182.69292817907788,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Ledum palustre,NA,NA,27.59,1.523221,0.1495566,112.0016,129.7601,103.4111938357936,222.9531,191.65399960357485,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Phedimus aizoon,NA,NA,25.37,0.8282623,0.1090446,58.74201,30.30533,29.331370029937176,78.03062,76.35019910007497,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Pinus sylvestris var. mongolica,NA,NA,23.58,1.797175,0.1760211,191.1888,63.33013,71.84308208476806,138.8947,151.0744002883924,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Potentilla fruticosa,NA,NA,27.1,0.7066427,0.101366,48.40018,12.3783,10.294517892939709,79.33122,70.1601449479706,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Rhododendron simsii,NA,NA,22.74,0.9692723,0.07859575,52.3931,28.70009,35.100005203643214,66.96633,76.5810419413173,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Rosa acicularis,NA,NA,27.63,0.6670017,0.08876697,39.46756,35.21856,27.969771223962546,64.59806,55.4010651338406,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Salix raddeana,NA,NA,23.47,0.8849721,0.07307015,40.04399,48.44662,55.50128598765697,100.139,109.63542626189586,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Saussurea japonica,NA,NA,24.93,0.4091565,0.04376776,24.35456,13.7046,13.78968324540974,45.30092,45.4881656875816,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Thalictrum aquilegiifolium,NA,NA,24.67,0.7534137,0.08005163,33.48505,35.71487,36.77323085375365,75.07987,76.5554416930203,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Trollius chinensis,NA,NA,23.14,0.59876,0.08282826,43.70511,27.91805,32.9411386431193,68.61211,76.61052901685217,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Vaccinium uliginosum,NA,NA,23.14,0.9196665,0.06148047,51.09258,31.36377,37.006821606125996,80.57455,89.96748388578642,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Vaccinium vitis-idaea,NA,NA,28.48,0.7471457,0.2363118,84.90292,32.41431,23.91559412611417,64.90433,52.99849673729229,NA,2016,NA,NA,NA,NA
122.3,53.5,290,2016,2016,Wang et al. 2017 Ecology,NA,Vicia sepium,NA,NA,26.66,1.325799,0.06516261,42.49357,66.79061,57.72194725413334,130.8776,118.74863671831847,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Adenophora tetraphylla,NA,NA,25.79,0.6418474,0.07037438,23.42509,42.15148,39.31560201754315,76.59441,73.12030316290735,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Alnus hirsuta,NA,NA,24.59,1.06065,0.05505944,43.29182,60.50831,62.74463092356718,119.0046,121.91811218757553,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Betula platyphylla,NA,NA,23.58,0.9307594,0.09715319,60.04899,55.10554,62.51292763089969,105.4311,114.67637141118797,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Calamagrostis angustifolia,NA,NA,25.93,0.5524676,0.05333195,29.38657,43.72688,40.286252856917436,80.21582,75.95205818716914,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Equisetum arvense,NA,NA,24.91,0.7336285,0.1032639,40.30926,34.92734,35.206402424461665,83.56767,84.01206882162646,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Fragaria orientalis,NA,NA,26.83,0.3771364,0.06197505,27.13212,28.48168,24.251611693855654,62.53616,56.18177588243857,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Geranium wilfordii,NA,NA,25.73,0.4182963,0.07825953,25.66235,33.82309,31.714442471985823,51.9067,49.7269311611375,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Larix gmelinii,NA,NA,24.78,0.9668463,0.1206558,74.37279,120.5862,122.95597297486317,201.754,204.3878662119497,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Pinus sylvestris var. mongolica,NA,NA,24.93,1.718757,0.2085686,197.5583,113.0427,113.74451105511139,171.6367,172.34613883492293,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Populus davidiana,NA,NA,23.7,1.023632,0.08323328,55.33146,63.97157,71.79802148633821,99.48827,107.4431239205153,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Pyrola asarifolia,NA,NA,25.78,0.7730726,0.08194702,72.93138,22.21835,20.74176892904443,52.7093,50.3480516858511,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Rhododendron simsii,NA,NA,27.24,0.6744981,0.06541892,47.1677,37.25425,30.607202145753227,57.78104,50.687551438202235,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Ribes mandshuricum,NA,NA,26.25,0.6963371,0.1104068,39.12006,51.12095,45.79434497795986,91.02589,84.58953623126006,NA,2016,NA,NA,NA,NA
122.3,53.5,325,2016,2016,Wang et al. 2017 Ecology,NA,Rosa acicularis,NA,NA,26.56,0.7493675,0.1355921,42.33715,33.82542,29.489446910201647,60.2174,54.95616837686962,NA,2016,NA,NA,NA,NA
